resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao,nota_valida
R00012397,S20230097,A00555,2023,Ausente,,,,2023-10-06 14:15:00,Desktop,1.0,Não informado,False
R00012398,S20230097,A00608,2023,Finalizado,38.9,11.0,32.0,2023-09-13 09:30:00,Tablet,1.0,Centro,True
R00012399,S20230097,A00492,2023,Finalizado,48.4,15.0,101.0,2023-09-08 15:00:00,Desktop,3.0,Não informado,True
R00012400,S20230097,A00558,2023,Ausente,,,,2023-11-12 19:30:00,Celular,1.0,Online,False
R00012401,S20230097,A00129,2023,Finalizado,14.4,5.0,65.0,2023-04-06 15:00:00,Celular,1.0,Online,True
R00012402,S20230097,A00670,2023,Finalizado,80.3,21.0,71.0,2023-05-05 17:15:00,Celular,2.0,Aldeota,True
R00012403,S20230097,A00671,2023,Finalizado,77.0,26.0,69.0,2023-10-23 16:15:00,Não informado,3.0,Online,True
R00012404,S20230097,A00304,2023,Finalizado,74.9,27.0,105.0,2023-05-03 16:00:00,Não informado,3.0,Não informado,True
R00012405,S20230097,A00022,2023,Incompleto,35.2,10.0,104.0,2023-07-28 12:00:00,Desktop,1.0,Online,True
R00012406,S20230097,A00675,2023,Incompleto,63.5,18.0,62.0,2023-05-07 09:15:00,Celular,,Centro,True
R00012407,S20230097,A00095,2023,Ausente,,,,2023-05-07 14:45:00,Desktop,1.0,Sul,False
R00012408,S20230097,A00712,2023,Finalizado,63.8,17.0,111.0,2023-06-24 12:00:00,Não informado,3.0,Online,True
R00012409,S20230097,A00142,2023,Finalizado,40.3,16.0,87.0,2023-06-08 08:30:00,Não informado,,Centro,True
R00012410,S20230097,A00682,2023,Finalizado,61.7,18.0,123.0,2023-05-15 19:30:00,Celular,3.0,Aldeota,True
R00012411,S20230097,A00535,2023,Finalizado,91.2,28.0,63.0,2023-10-09 08:30:00,Celular,1.0,Aldeota,True
R00012412,S20230097,A00769,2023,Finalizado,79.4,20.0,58.0,2023-09-01 14:30:00,Desktop,,Centro,True
R00012413,S20230097,A00594,2023,Finalizado,65.6,23.0,149.0,2023-11-15 19:45:00,Não informado,3.0,Aldeota,True
R00012414,S20230097,A00575,2023,Finalizado,95.9,30.0,91.0,2023-05-25 13:45:00,Celular,2.0,Online,True
R00012415,S20230097,A00565,2023,Finalizado,61.5,21.0,66.0,2023-10-22 10:45:00,Celular,,Centro,True
R00012416,S20230097,A00144,2023,Finalizado,55.1,19.0,103.0,2023-11-15 12:45:00,Celular,1.0,Online,True
R00012417,S20230097,A00154,2023,Finalizado,57.6,17.0,125.0,2023-07-07 16:15:00,Desktop,,Online,True
R00012418,S20230097,A00631,2023,Finalizado,80.6,27.0,114.0,2023-11-27 12:30:00,Não informado,1.0,Online,True
R00012419,S20230097,A00615,2023,Finalizado,42.8,14.0,84.0,2023-09-20 09:15:00,Desktop,3.0,Online,True
R00012420,S20230097,A00642,2023,Finalizado,81.2,25.0,78.0,2023-09-01 14:00:00,Papel,2.0,Online,True
R00012421,S20230097,A00175,2023,Finalizado,67.6,22.0,87.0,2023-05-21 00:00:00,Tablet,1.0,Não informado,True
R00012422,S20230097,A00500,2023,Finalizado,98.2,30.0,74.0,2023-08-11 09:15:00,Não informado,2.0,Não informado,True
R00012423,S20230097,A00332,2023,Finalizado,50.3,16.0,80.0,2023-08-27 19:00:00,Desktop,1.0,Centro,True
R00012424,S20230097,A00733,2023,Finalizado,38.4,12.0,96.0,2023-07-11 10:00:00,Não informado,2.0,Online,True
R00012425,S20230097,A00509,2023,Finalizado,41.6,13.0,77.0,2023-09-06 12:30:00,Celular,,Não informado,True
R00012426,S20230097,A00495,2023,Finalizado,75.7,23.0,118.0,2023-06-21 19:45:00,Papel,1.0,Não informado,True
R00012427,S20230097,A00453,2023,Finalizado,44.9,11.0,89.0,2023-04-28 13:15:00,Tablet,1.0,Aldeota,True
R00012428,S20230097,A00192,2023,Finalizado,70.7,23.0,95.0,2023-09-20 13:30:00,Desktop,2.0,Centro,True
R00012429,S20230097,A00224,2023,Finalizado,72.9,23.0,97.0,2023-07-01 10:45:00,Celular,2.0,Aldeota,True
R00012430,S20230097,A00066,2023,Finalizado,65.9,18.0,96.0,2023-05-16 09:30:00,Desktop,3.0,Não informado,True
R00012431,S20230097,A00395,2023,Ausente,,,,2023-09-19 15:15:00,Desktop,1.0,Centro,False
R00012432,S20230097,A00102,2023,Finalizado,73.9,22.0,94.0,2023-10-04 12:00:00,Papel,,Online,True
R00012433,S20230097,A00617,2023,Finalizado,63.5,20.0,98.0,2023-05-05 12:45:00,Papel,,Centro,True
R00012434,S20230097,A00740,2023,Finalizado,69.3,21.0,101.0,2023-11-20 15:45:00,Não informado,,Não informado,True
R00012435,S20230097,A00269,2023,Finalizado,73.8,21.0,50.0,2023-08-06 00:00:00,Tablet,1.0,Aldeota,True
R00012436,S20230097,A00477,2023,Finalizado,64.9,18.0,64.0,2023-11-05 09:15:00,Não informado,1.0,Aldeota,True
R00012437,S20230097,A00478,2023,Finalizado,50.8,16.0,79.0,2023-06-24 19:30:00,Celular,,Aldeota,True
R00012438,S20230097,A00207,2023,Incompleto,65.1,24.0,86.0,2023-10-17 13:15:00,Não informado,1.0,Centro,True
R00012439,S20230097,A00076,2023,Finalizado,63.1,19.0,136.0,2023-10-16 11:30:00,Papel,1.0,Online,True
R00012440,S20230097,A00038,2023,Finalizado,26.8,11.0,66.0,2023-06-04 09:45:00,Celular,1.0,Online,True
R00012441,S20230097,A00470,2023,Finalizado,57.1,18.0,67.0,2023-07-12 13:00:00,Desktop,1.0,Aldeota,True
R00012442,S20230097,A00189,2023,Ausente,,,,2023-07-10 09:45:00,Não informado,1.0,Sul,False
R00012443,S20230097,A00350,2023,Finalizado,82.4,25.0,141.0,2023-06-18 09:00:00,Papel,1.0,Aldeota,True
R00012444,S20230097,A00028,2023,Finalizado,65.0,21.0,76.0,2023-04-08 00:00:00,Papel,,Não informado,True
R00012445,S20230097,A00405,2023,Finalizado,49.8,18.0,94.0,2023-09-01 12:30:00,Tablet,,Online,True
R00012446,S20230097,A00518,2023,Finalizado,68.5,20.0,73.0,2023-11-24 10:15:00,Papel,1.0,Centro,True
R00012447,S20230097,A00041,2023,Finalizado,66.7,19.0,90.0,2023-09-10 16:15:00,Desktop,2.0,Centro,True
R00012448,S20230097,A00023,2023,Finalizado,39.7,13.0,93.0,2023-08-14 13:30:00,Papel,,Não informado,True
R00012449,S20230097,A00209,2023,Finalizado,44.1,14.0,115.0,2023-11-28 13:30:00,Celular,2.0,Aldeota,True
R00012450,S20230097,A00627,2023,Finalizado,58.9,18.0,80.0,2023-04-09 09:00:00,Desktop,1.0,Online,True
R00012451,S20230097,A00145,2023,Finalizado,62.6,19.0,91.0,2023-09-15 11:00:00,Desktop,3.0,Online,True
R00012452,S20230097,A00272,2023,Finalizado,51.4,12.0,62.0,2023-05-12 18:00:00,Não informado,3.0,Centro,True
R00012453,S20230097,A00104,2023,Ausente,,,,2023-09-20 18:30:00,Tablet,3.0,Aldeota,False
R00012454,S20230097,A00251,2023,Finalizado,29.3,10.0,79.0,2023-07-04 15:45:00,Não informado,1.0,Aldeota,True
R00012455,S20230097,A00120,2023,Finalizado,48.6,15.0,109.0,2023-11-24 16:30:00,Papel,1.0,Não informado,True
R00012456,S20230097,A00454,2023,Finalizado,48.2,12.0,96.0,2023-07-12 19:00:00,Desktop,1.0,Sul,True
R00012457,S20230097,A00344,2023,Finalizado,73.0,19.0,94.0,2023-11-03 19:00:00,Papel,2.0,Centro,True
R00012458,S20230097,A00762,2023,Finalizado,95.9,30.0,200.0,2023-04-16 19:15:00,Celular,2.0,Centro,True
R00012459,S20230097,A00415,2023,Incompleto,71.8,23.0,111.0,2023-09-14 12:00:00,Não informado,1.0,Online,True
R00012460,S20230097,A00125,2023,Finalizado,39.4,15.0,83.0,2023-11-11 18:00:00,Celular,1.0,Centro,True
R00012461,S20230097,A00143,2023,Finalizado,42.6,12.0,65.0,2023-08-16 11:30:00,Celular,2.0,Aldeota,True
R00012462,S20230097,A00014,2023,Finalizado,42.3,14.0,97.0,2023-10-15 16:15:00,Desktop,1.0,Centro,True
R00012463,S20230097,A00729,2023,Ausente,,,,2023-04-24 11:30:00,Desktop,,Sul,False
R00012464,S20230097,A00250,2023,Finalizado,51.8,18.0,64.0,2023-04-24 17:15:00,Papel,3.0,Aldeota,True
R00012465,S20230097,A00624,2023,Finalizado,54.7,18.0,68.0,2023-09-06 19:30:00,Papel,3.0,Online,True
R00012466,S20230097,A00232,2023,Finalizado,49.0,16.0,115.0,2023-05-02 15:30:00,Desktop,,Centro,True
R00012467,S20230097,A00404,2023,Finalizado,77.5,24.0,59.0,2023-06-13 11:00:00,Desktop,3.0,Online,True
R00012468,S20230097,A00457,2023,Finalizado,56.0,15.0,74.0,2023-04-25 15:45:00,Não informado,,Online,True
R00012469,S20230097,A00753,2023,Finalizado,36.7,12.0,63.0,2023-08-16 11:15:00,Papel,3.0,Centro,True
R00012470,S20230097,A00249,2023,Ausente,,,,2023-11-04 11:45:00,Desktop,1.0,Centro,False
R00012471,S20230097,A00452,2023,Finalizado,50.5,18.0,78.0,2023-11-01 12:30:00,Desktop,1.0,Sul,True
R00012472,S20230097,A00245,2023,Incompleto,64.0,19.0,42.0,2023-09-24 14:00:00,Desktop,,Centro,True
R00012473,S20230097,A00243,2023,Finalizado,65.1,22.0,100.0,2023-08-20 13:00:00,Desktop,2.0,Aldeota,True
R00012474,S20230097,A00422,2023,Ausente,,,,2023-06-15 09:45:00,Tablet,2.0,Aldeota,False
R00012475,S20230097,A00153,2023,Finalizado,72.1,22.0,63.0,2023-07-11 00:00:00,Celular,1.0,Online,True
R00012476,S20230097,A00716,2023,Finalizado,89.0,30.0,113.0,2023-11-04 17:00:00,Celular,1.0,Online,True
R00012477,S20230097,A00690,2023,Finalizado,57.6,14.0,93.0,2023-08-05 08:00:00,Papel,,Sul,True
R00012478,S20230097,A00705,2023,Finalizado,62.7,21.0,84.0,2023-08-27 09:00:00,Desktop,1.0,Aldeota,True
R00012479,S20230097,A00034,2023,Finalizado,52.5,16.0,101.0,2023-05-21 16:00:00,Não informado,2.0,Não informado,True
R00012480,S20230097,A00431,2023,Finalizado,35.3,12.0,123.0,2023-06-21 16:15:00,Papel,,Online,True
R00012481,S20230097,A00039,2023,Não informado,80.1,26.0,83.0,2023-06-03 14:00:00,Desktop,1.0,Online,True
R00012482,S20230097,A00606,2023,Incompleto,36.2,8.0,103.0,2023-06-23 12:00:00,Papel,2.0,Aldeota,True
R00012483,S20230097,A00531,2023,Finalizado,70.4,21.0,110.0,2023-05-21 11:45:00,Desktop,2.0,Online,True
R00012484,S20230097,A00625,2023,Finalizado,50.5,15.0,110.0,2023-09-25 13:00:00,Não informado,3.0,Sul,True
R00012485,S20230097,A00185,2023,Incompleto,48.5,12.0,57.0,2023-09-08 18:00:00,Não informado,1.0,Online,True
R00012486,S20230097,A00326,2023,Finalizado,51.8,13.0,101.0,2023-11-13 15:30:00,Não informado,2.0,Não informado,True
R00012487,S20230097,A00725,2023,Finalizado,53.8,19.0,104.0,2023-06-24 18:00:00,Desktop,1.0,Aldeota,True
R00012488,S20230097,A00210,2023,Finalizado,65.5,20.0,82.0,2023-04-21 18:45:00,Desktop,,Não informado,True
R00012489,S20230097,A00303,2023,Incompleto,21.4,7.0,85.0,2023-09-22 15:15:00,Tablet,2.0,Sul,True
R00012490,S20230097,A00077,2023,Ausente,,,,2023-06-23 19:00:00,Desktop,2.0,Aldeota,False
R00012491,S20230097,A00484,2023,Ausente,,,,2023-11-21 17:45:00,Papel,3.0,Online,False
R00012492,S20230098,A00544,2023,Ausente,,,,2023-10-13 14:15:00,Desktop,1.0,Centro,False
R00012493,S20230098,A00028,2023,Finalizado,72.2,64.0,34.0,2023-05-11 14:30:00,Desktop,2.0,Sul,True
R00012494,S20230098,A00398,2023,Finalizado,44.0,41.0,29.0,2023-04-25 17:15:00,Tablet,,Online,True
R00012495,S20230098,A00465,2023,Finalizado,58.6,52.0,54.0,2023-04-14 10:45:00,Tablet,1.0,Online,True
R00012496,S20230098,A00284,2023,Finalizado,35.3,29.0,35.0,2023-11-11 00:00:00,Não informado,3.0,Aldeota,True
R00012497,S20230098,A00255,2023,Finalizado,72.4,64.0,9.0,2023-10-10 14:00:00,Não informado,,Não informado,True
R00012498,S20230098,A00039,2023,Finalizado,57.0,52.0,52.0,2023-07-09 12:30:00,Tablet,,Online,True
R00012499,S20230098,A00454,2023,Finalizado,75.5,70.0,31.0,2023-09-09 19:30:00,Desktop,1.0,Centro,True
R00012500,S20230098,A00279,2023,Finalizado,56.3,49.0,37.0,2023-08-09 00:00:00,Não informado,,Aldeota,True
R00012501,S20230098,A00650,2023,Finalizado,62.5,60.0,999.0,2023-07-06 11:15:00,Desktop,1.0,Online,True
R00012502,S20230098,A00646,2023,Finalizado,,35.0,44.0,2023-04-18 08:30:00,Celular,2.0,Aldeota,False
R00012503,S20230098,A00415,2023,Finalizado,66.5,59.0,48.0,2023-11-04 16:30:00,Não informado,1.0,Online,True
R00012504,S20230098,A00555,2023,Finalizado,53.5,45.0,26.0,2023-06-25 00:00:00,Não informado,,Centro,True
R00012505,S20230098,A00064,2023,Ausente,,,,2023-07-10 00:00:00,Tablet,1.0,Aldeota,False
R00012506,S20230098,A00388,2023,Finalizado,32.6,25.0,38.0,2023-06-03 18:30:00,Desktop,1.0,Online,True
R00012507,S20230098,A00192,2023,Finalizado,57.5,53.0,35.0,2023-05-23 10:15:00,Não informado,1.0,Não informado,True
R00012508,S20230098,A00091,2023,Ausente,,,,2023-07-05 15:00:00,Tablet,1.0,Não informado,False
R00012509,S20230098,A00590,2023,Finalizado,73.6,66.0,47.0,2023-07-23 15:00:00,Papel,1.0,Centro,True
R00012510,S20230098,A00250,2023,Finalizado,38.2,36.0,39.0,2023-07-22 12:45:00,Desktop,2.0,Aldeota,True
R00012511,S20230098,A00332,2023,Finalizado,66.2,60.0,47.0,2023-08-08 19:15:00,Desktop,2.0,Sul,True
R00012512,S20230098,A00273,2023,Ausente,,,,2023-09-04 19:45:00,Não informado,1.0,Não informado,False
R00012513,S20230098,A00243,2023,Não informado,62.1,59.0,58.0,2023-04-23 19:45:00,Tablet,1.0,Sul,True
R00012514,S20230098,A00606,2023,Finalizado,58.0,52.0,44.0,2023-05-27 09:30:00,Desktop,,Centro,True
R00012515,S20230098,A00790,2023,Finalizado,44.7,39.0,77.0,2023-06-07 09:30:00,Desktop,,Não informado,True
R00012516,S20230098,A00688,2023,Ausente,,,,2023-04-16 11:15:00,Papel,1.0,Centro,False
R00012517,S20230098,A00180,2023,Finalizado,,56.0,53.0,2023-07-18 18:45:00,Tablet,2.0,Sul,False
R00012518,S20230098,A00383,2023,Finalizado,97.3,85.0,51.0,2023-05-26 19:00:00,Desktop,2.0,Não informado,True
R00012519,S20230098,A00197,2023,Finalizado,75.7,69.0,60.0,2023-11-26 14:00:00,Celular,3.0,Online,True
R00012520,S20230098,A00531,2023,Finalizado,20.6,18.0,28.0,2023-08-10 14:15:00,Papel,2.0,Não informado,True
R00012521,S20230098,A00726,2023,Finalizado,56.1,50.0,36.0,2023-11-27 14:15:00,Não informado,3.0,Sul,True
R00012522,S20230098,A00034,2023,Finalizado,75.2,68.0,22.0,2023-07-24 08:45:00,Desktop,1.0,Online,True
R00012523,S20230098,A00129,2023,Finalizado,75.0,67.0,58.0,2023-06-12 17:45:00,Não informado,1.0,Centro,True
R00012524,S20230098,A00218,2023,Finalizado,88.5,82.0,31.0,2023-10-18 16:00:00,Desktop,1.0,Online,True
R00012525,S20230098,A00631,2023,Finalizado,90.3,83.0,26.0,2023-11-17 08:30:00,Não informado,,Sul,True
R00012526,S20230098,A00162,2023,Finalizado,31.1,30.0,35.0,2023-05-05 15:30:00,Tablet,1.0,Online,True
R00012527,S20230098,A00189,2023,Finalizado,82.1,74.0,46.0,2023-06-06 15:45:00,Não informado,3.0,Aldeota,True
R00012528,S20230098,A00370,2023,Finalizado,66.0,58.0,41.0,2023-08-23 18:00:00,Celular,1.0,Centro,True
R00012529,S20230098,A00101,2023,Finalizado,48.2,44.0,45.0,2023-09-11 12:00:00,Tablet,,Online,True
R00012530,S20230098,A00269,2023,Finalizado,41.7,36.0,34.0,2023-08-13 16:45:00,Papel,3.0,Não informado,True
R00012531,S20230098,A00322,2023,Finalizado,88.7,80.0,32.0,2023-08-14 09:00:00,Desktop,,Online,True
R00012532,S20230098,A00690,2023,Incompleto,73.9,67.0,41.0,2023-09-04 09:45:00,Desktop,3.0,Aldeota,True
R00012533,S20230098,A00121,2023,Ausente,,,,2023-04-15 13:15:00,Desktop,1.0,Online,False
R00012534,S20230098,A00097,2023,Finalizado,46.6,41.0,43.0,2023-07-22 18:15:00,Tablet,3.0,Aldeota,True
R00012535,S20230098,A00019,2023,Ausente,,,,2023-10-11 00:00:00,Desktop,1.0,Online,False
R00012536,S20230098,A00210,2023,Finalizado,57.4,54.0,36.0,2023-07-26 10:45:00,Desktop,2.0,Centro,True
R00012537,S20230098,A00716,2023,Finalizado,60.5,54.0,57.0,2023-06-22 17:45:00,Desktop,,Sul,True
R00012538,S20230098,A00225,2023,Finalizado,54.1,46.0,29.0,2023-07-17 09:15:00,Papel,1.0,Centro,True
R00012539,S20230098,A00042,2023,Finalizado,66.5,59.0,49.0,2023-07-23 15:15:00,Celular,1.0,Sul,True
R00012540,S20230098,A00795,2023,Finalizado,,90.0,24.0,2023-06-20 15:30:00,Desktop,3.0,Online,False
R00012541,S20230098,A00158,2023,Finalizado,40.0,37.0,54.0,2023-05-09 19:45:00,Não informado,1.0,Online,True
R00012542,S20230098,A00624,2023,Finalizado,66.3,59.0,41.0,2023-06-08 17:00:00,Desktop,1.0,Online,True
R00012543,S20230098,A00395,2023,Finalizado,81.6,75.0,27.0,2023-11-01 19:45:00,Celular,1.0,Online,True
R00012544,S20230098,A00525,2023,Incompleto,44.5,40.0,41.0,2023-04-27 00:00:00,Papel,2.0,Sul,True
R00012545,S20230098,A00518,2023,Finalizado,48.5,42.0,36.0,2023-04-18 10:15:00,Papel,1.0,Aldeota,True
R00012546,S20230098,A00737,2023,Finalizado,99.3,90.0,24.0,2023-04-21 11:45:00,Papel,1.0,Online,True
R00012547,S20230098,A00188,2023,Incompleto,71.9,66.0,41.0,2023-04-11 09:00:00,Celular,,Centro,True
R00012548,S20230098,A00622,2023,Finalizado,62.0,53.0,29.0,2023-05-01 15:15:00,Desktop,2.0,Sul,True
R00012549,S20230098,A00682,2023,Finalizado,68.9,62.0,35.0,2023-04-15 13:00:00,Desktop,2.0,Online,True
R00012550,S20230098,A00623,2023,Finalizado,61.5,60.0,39.0,2023-11-13 08:30:00,Desktop,,Online,True
R00012551,S20230098,A00509,2023,Finalizado,74.8,66.0,40.0,2023-08-01 12:30:00,Tablet,1.0,Online,True
R00012552,S20230098,A00249,2023,Finalizado,65.1,58.0,35.0,2023-04-11 00:00:00,Desktop,1.0,Aldeota,True
R00012553,S20230098,A00535,2023,Finalizado,53.6,49.0,46.0,2023-10-06 18:00:00,Não informado,2.0,Online,True
R00012554,S20230098,A00207,2023,Incompleto,93.7,86.0,44.0,2023-06-01 16:00:00,Papel,1.0,Não informado,True
R00012555,S20230098,A00038,2023,Finalizado,63.2,57.0,42.0,2023-04-17 11:45:00,Celular,1.0,Online,True
R00012556,S20230098,A00224,2023,Finalizado,33.9,31.0,54.0,2023-09-16 08:00:00,Papel,3.0,Online,True
R00012557,S20230098,A00604,2023,Finalizado,60.8,55.0,41.0,2023-07-14 12:00:00,Celular,2.0,Sul,True
R00012558,S20230098,A00276,2023,Finalizado,54.4,49.0,49.0,2023-07-09 12:30:00,Não informado,1.0,Online,True
R00012559,S20230098,A00484,2023,Finalizado,38.6,34.0,31.0,2023-07-21 08:30:00,Celular,1.0,Online,True
R00012560,S20230098,A00304,2023,Finalizado,86.0,77.0,57.0,2023-11-19 09:00:00,Papel,3.0,Aldeota,True
R00012561,S20230098,A00310,2023,Finalizado,66.2,58.0,42.0,2023-04-11 16:00:00,Desktop,1.0,Sul,True
R00012562,S20230098,A00523,2023,Finalizado,36.3,33.0,44.0,2023-11-28 12:00:00,Desktop,,Online,True
R00012563,S20230098,A00705,2023,Finalizado,,90.0,35.0,2023-11-21 12:45:00,Desktop,3.0,Centro,False
R00012564,S20230098,A00495,2023,Finalizado,52.5,47.0,47.0,2023-04-16 16:30:00,Desktop,3.0,Sul,True
R00012565,S20230098,A00769,2023,Incompleto,18.7,14.0,45.0,2023-09-26 08:45:00,Papel,1.0,Online,True
R00012566,S20230098,A00470,2023,Finalizado,34.5,32.0,37.0,2023-09-20 13:00:00,Não informado,2.0,Não informado,True
R00012567,S20230098,A00014,2023,Finalizado,55.9,52.0,43.0,2023-06-01 17:30:00,Desktop,,Sul,True
R00012568,S20230098,A00659,2023,Finalizado,45.8,42.0,56.0,2023-08-21 10:30:00,Desktop,1.0,Online,True
R00012569,S20230098,A00240,2023,Finalizado,44.2,40.0,47.0,2023-04-24 16:45:00,Não informado,1.0,Centro,True
R00012570,S20230098,A00643,2023,Finalizado,28.5,23.0,49.0,2023-07-14 12:00:00,Celular,,Online,True
R00012571,S20230098,A00126,2023,Finalizado,62.1,56.0,43.0,2023-04-14 18:00:00,Celular,1.0,Sul,True
R00012572,S20230098,A00500,2023,Finalizado,51.0,46.0,42.0,2023-06-01 16:45:00,Desktop,1.0,Sul,True
R00012573,S20230098,A00654,2023,Finalizado,42.2,39.0,48.0,2023-11-02 19:30:00,Desktop,1.0,Aldeota,True
R00012574,S20230098,A00625,2023,Finalizado,45.2,41.0,33.0,2023-09-05 15:45:00,Desktop,3.0,Online,True
R00012575,S20230098,A00022,2023,Incompleto,77.9,68.0,38.0,2023-08-04 11:45:00,Não informado,,Aldeota,True
R00012576,S20230098,A00375,2023,Finalizado,74.8,68.0,61.0,2023-10-16 14:15:00,Tablet,3.0,Não informado,True
R00012577,S20230098,A00762,2023,Finalizado,34.2,29.0,47.0,2023-04-14 17:00:00,Desktop,1.0,Centro,True
R00012578,S20230098,A00405,2023,Finalizado,76.4,72.0,43.0,2023-09-01 10:00:00,Papel,,Online,True
R00012579,S20230098,A00344,2023,Finalizado,61.4,56.0,50.0,2023-08-21 19:45:00,Desktop,1.0,Centro,True
R00012580,S20230098,A00239,2023,Finalizado,77.4,71.0,48.0,2023-07-23 09:30:00,Papel,1.0,Não informado,True
R00012581,S20230098,A00066,2023,Finalizado,51.8,47.0,35.0,2023-09-05 16:30:00,Desktop,1.0,Sul,True
R00012582,S20230098,A00543,2023,Finalizado,70.7,67.0,140.0,2023-08-13 17:15:00,Tablet,2.0,Aldeota,True
R00012583,S20230098,A00016,2023,Finalizado,53.6,48.0,60.0,2023-11-22 11:15:00,Desktop,3.0,Online,True
R00012584,S20230098,A00311,2023,Finalizado,42.8,35.0,51.0,2023-06-20 16:15:00,Desktop,2.0,Sul,True
R00012585,S20230098,A00747,2023,Finalizado,55.6,49.0,29.0,2023-10-07 00:00:00,Não informado,3.0,Não informado,True
R00012586,S20230098,A00143,2023,Finalizado,54.1,46.0,34.0,2023-09-16 18:15:00,Não informado,2.0,Online,True
R00012587,S20230098,A00104,2023,Finalizado,54.2,50.0,34.0,2023-06-08 10:30:00,Desktop,1.0,Online,True
R00012588,S20230098,A00756,2023,Finalizado,72.2,60.0,46.0,2023-04-27 09:00:00,Desktop,1.0,Online,True
R00012589,S20230098,A00462,2023,Finalizado,67.3,58.0,44.0,2023-10-10 11:30:00,Desktop,2.0,Aldeota,True
R00012590,S20230098,A00001,2023,Finalizado,82.4,74.0,49.0,2023-11-04 18:15:00,Não informado,,Centro,True
R00012591,S20230098,A00766,2023,Finalizado,84.4,73.0,42.0,2023-10-05 14:15:00,Celular,3.0,Não informado,True
R00012592,S20230098,A00077,2023,Finalizado,,43.0,43.0,2023-05-05 12:45:00,Papel,,Centro,False
R00012593,S20230098,A00095,2023,Finalizado,68.7,62.0,32.0,2023-06-01 19:15:00,Papel,,Online,True
R00012594,S20230098,A00156,2023,Finalizado,46.2,42.0,43.0,2023-08-14 15:15:00,Desktop,2.0,Não informado,True
R00012595,S20230098,A00036,2023,Finalizado,47.4,44.0,39.0,2023-04-13 13:15:00,Tablet,1.0,Online,True
R00012596,S20230098,A00576,2023,Finalizado,37.2,37.0,62.0,2023-08-10 11:00:00,Não informado,1.0,Sul,True
R00012597,S20230098,A00740,2023,Incompleto,64.1,59.0,27.0,2023-08-16 13:30:00,Tablet,2.0,Online,True
R00012598,S20230098,A00777,2023,Finalizado,43.9,41.0,50.0,2023-06-05 12:30:00,Tablet,1.0,Centro,True
R00012599,S20230098,A00147,2023,Finalizado,62.8,59.0,19.0,2023-09-28 19:45:00,Não informado,,Sul,True
R00012600,S20230098,A00627,2023,Finalizado,71.5,64.0,47.0,2023-10-04 09:00:00,Tablet,1.0,Online,True
R00012601,S20230098,A00105,2023,Finalizado,55.1,49.0,51.0,2023-10-12 13:30:00,Tablet,1.0,Online,True
R00012602,S20230098,A00060,2023,Finalizado,50.0,46.0,20.0,2023-09-09 19:45:00,Celular,1.0,Centro,True
R00012603,S20230098,A00748,2023,Finalizado,81.7,74.0,44.0,2023-05-08 18:15:00,Celular,1.0,Aldeota,True
R00012604,S20230098,A00772,2023,Finalizado,91.6,84.0,47.0,2023-08-11 09:00:00,Celular,,Sul,True
R00012605,S20230098,A00232,2023,Finalizado,71.4,61.0,39.0,2023-09-25 11:30:00,Desktop,3.0,Centro,True
R00012606,S20230098,A00106,2023,Finalizado,52.4,50.0,49.0,2023-06-04 09:00:00,Não informado,1.0,Não informado,True
R00012607,S20230098,A00171,2023,Finalizado,80.2,72.0,46.0,2023-05-10 17:30:00,Tablet,3.0,Online,True
R00012608,S20230098,A00283,2023,Finalizado,65.4,58.0,35.0,2023-08-18 08:15:00,Não informado,1.0,Aldeota,True
R00012609,S20230098,A00182,2023,Finalizado,55.3,49.0,29.0,2023-07-27 17:30:00,Tablet,1.0,Online,True
R00012610,S20230098,A00574,2023,Finalizado,56.6,49.0,39.0,2023-07-07 13:00:00,Desktop,1.0,Não informado,True
R00012611,S20230098,A00770,2023,Finalizado,93.2,85.0,33.0,2023-07-08 09:15:00,Desktop,2.0,Sul,True
R00012612,S20230099,A00756,2023,Finalizado,48.9,14.0,41.0,2023-07-18 17:45:00,Não informado,,Centro,True
R00012613,S20230099,A00495,2023,Finalizado,49.7,15.0,31.0,2023-09-03 16:00:00,Celular,,Aldeota,True
R00012614,S20230099,A00121,2023,Não informado,63.6,18.0,61.0,2023-06-20 17:00:00,Papel,,Online,True
R00012615,S20230099,A00643,2023,Incompleto,54.5,14.0,39.0,2023-11-25 18:00:00,Não informado,1.0,Online,True
R00012616,S20230099,A00209,2023,Finalizado,67.0,22.0,18.0,2023-06-03 00:00:00,Desktop,2.0,Centro,True
R00012617,S20230099,A00201,2023,Ausente,,,,2023-07-13 00:00:00,Tablet,2.0,Não informado,False
R00012618,S20230099,A00631,2023,Finalizado,84.0,24.0,37.0,2023-09-22 08:00:00,Celular,2.0,Online,True
R00012619,S20230099,A00088,2023,Finalizado,79.1,23.0,56.0,2023-08-06 14:15:00,Desktop,1.0,Aldeota,True
R00012620,S20230099,A00415,2023,Finalizado,71.2,25.0,33.0,2023-04-06 00:00:00,Celular,1.0,Não informado,True
R00012621,S20230099,A00729,2023,Incompleto,71.9,21.0,59.0,2023-06-06 11:15:00,Desktop,1.0,Aldeota,True
R00012622,S20230099,A00243,2023,Finalizado,50.7,16.0,42.0,2023-08-20 15:45:00,Não informado,1.0,Sul,True
R00012623,S20230099,A00590,2023,Ausente,,,,2023-10-23 11:00:00,Celular,1.0,Centro,False
