resultado_id,simulado_id,aluno_id,ano,status_realizacao,nota,acertos,tempo_finalizacao_min,inicio_simulado,dispositivo,tentativas,unidade_aplicacao
R00000464,S20210004,A00323,2021,Finalizado,96.6,86.0,77.0,2021-08-01 11:45:00,Não informado,2.0,Centro
R00000465,S20210004,A00755,2021,Finalizado,,20.0,83.0,2021-08-04 14:45:00,Desktop,1.0,Sul
R00000466,S20210004,A00582,2021,Finalizado,73.9,68.0,80.0,2021-10-22 14:30:00,Desktop,1.0,Sul
R00000467,S20210004,A00534,2021,Finalizado,70.2,63.0,82.0,2021-07-19 09:30:00,Desktop,1.0,Não informado
R00000468,S20210004,A00356,2021,Finalizado,63.1,56.0,62.0,2021-06-24 17:30:00,Desktop,1.0,Online
R00000469,S20210004,A00294,2021,Ausente,,,,2021-08-21 13:45:00,Tablet,3.0,Não informado
R00000470,S20210004,A00212,2021,Finalizado,54.2,47.0,112.0,2021-05-17 16:00:00,Desktop,1.0,Centro
R00000471,S20210004,A00530,2021,Finalizado,82.1,74.0,104.0,2021-06-22 15:30:00,Tablet,1.0,Aldeota
R00000472,S20210004,A00296,2021,Finalizado,67.8,62.0,88.0,2021-10-25 09:15:00,Tablet,1.0,Sul
R00000473,S20210004,A00368,2021,Finalizado,71.8,66.0,86.0,2021-04-25 08:45:00,Desktop,1.0,Sul
R00000474,S20210004,A00796,2021,Finalizado,84.5,77.0,44.0,2021-08-16 19:45:00,Tablet,1.0,Centro
R00000475,S20210004,A00471,2021,Finalizado,30.5,32.0,92.0,2021-11-22 16:00:00,Desktop,1.0,Online
R00000476,S20210004,A00237,2021,Finalizado,68.6,58.0,58.0,2021-09-27 12:45:00,Celular,1.0,Centro
R00000477,S20210004,A00288,2021,Ausente,,,,2021-07-09 18:15:00,Papel,2.0,Online
R00000478,S20210004,A00053,2021,Finalizado,49.4,48.0,93.0,2021-08-09 08:30:00,Desktop,2.0,Sul
R00000479,S20210004,A00275,2021,Incompleto,46.3,40.0,66.0,2021-05-21 12:30:00,Desktop,1.0,Centro
R00000480,S20210004,A00542,2021,Finalizado,40.5,37.0,107.0,2021-08-22 16:00:00,Tablet,2.0,Centro
R00000481,S20210004,A00306,2021,Finalizado,66.4,60.0,83.0,2021-08-26 12:00:00,Tablet,3.0,Centro
R00000482,S20210004,A00783,2021,Finalizado,48.7,48.0,103.0,2021-10-28 19:15:00,Não informado,1.0,Sul
R00000483,S20210004,A00108,2021,Finalizado,40.4,38.0,109.0,2021-09-10 14:15:00,Desktop,1.0,Online
R00000484,S20210004,A00672,2021,Incompleto,53.1,48.0,93.0,2021-09-04 10:45:00,Desktop,1.0,Não informado
R00000485,S20210004,A00698,2021,Finalizado,31.7,28.0,97.0,2021-07-14 12:45:00,Tablet,1.0,Aldeota
R00000486,S20210004,A00040,2021,Finalizado,59.3,53.0,88.0,2021-10-12 18:00:00,Papel,1.0,Centro
R00000487,S20210004,A00363,2021,Finalizado,55.0,50.0,92.0,2021-10-21 17:15:00,Celular,3.0,Online
R00000488,S20210004,A00550,2021,Finalizado,80.8,74.0,45.0,2021-06-15 10:45:00,Não informado,1.0,Sul
R00000489,S20210004,A00409,2021,Finalizado,59.7,57.0,95.0,2021-09-28 18:45:00,Desktop,1.0,Online
R00000490,S20210004,A00791,2021,Não informado,48.8,41.0,73.0,2021-09-15 12:00:00,Celular,1.0,Online
R00000491,S20210004,A00024,2021,Finalizado,64.6,61.0,88.0,2021-11-08 17:30:00,Não informado,2.0,Online
R00000492,S20210004,A00458,2021,Finalizado,69.1,63.0,87.0,2021-11-04 14:00:00,Não informado,1.0,Online
R00000493,S20210004,A00376,2021,Incompleto,62.2,55.0,89.0,2021-09-12 10:30:00,Celular,2.0,Online
R00000494,S20210004,A00216,2021,Finalizado,70.7,65.0,60.0,2021-04-24 13:00:00,Papel,1.0,Sul
R00000495,S20210004,A00586,2021,Finalizado,78.7,72.0,125.0,2021-05-15 19:45:00,Tablet,1.0,Online
R00000496,S20210004,A00011,2021,Finalizado,49.8,46.0,114.0,2021-05-05 08:00:00,Papel,1.0,Sul
R00000497,S20210004,A00313,2021,Ausente,,,,2021-06-09 18:30:00,Não informado,1.0,Não informado
R00000498,S20210004,A00067,2021,Finalizado,38.9,39.0,39.0,2021-09-21 15:30:00,Celular,1.0,Online
R00000499,S20210004,A00325,2021,Finalizado,39.9,38.0,66.0,2021-07-21 13:15:00,Celular,1.0,Online
R00000500,S20210004,A00798,2021,Incompleto,66.5,60.0,97.0,2021-10-22 15:30:00,Desktop,3.0,Centro
