aluno_id,ano,aulas_registradas,aulas_presente,taxa_presenca,aprovado,cidade,escola_origem
A00748,2023,86,73,0.8488,1,Sobral,Não informado
A00749,2025,72,65,0.9028,0,Caucaia,Privada
A00750,2021,61,51,0.8361,0,Horizonte,Pública
A00750,2022,74,64,0.8649,0,Horizonte,Pública
A00751,2024,86,75,0.8721,0,Fortaleza,Privada
A00751,2025,70,60,0.8571,0,Fortaleza,Privada
A00752,2022,78,75,0.9615,0,Fortaleza,Pública
A00753,2023,84,74,0.881,1,Aquiraz,Pública
A00754,2021,55,46,0.8364,0,Maracanaú,Não informado
A00755,2021,84,72,0.8571,1,Crato,Não informado
A00756,2023,94,80,0.8511,0,Horizonte,Federal
A00757,2025,62,58,0.9355,0,Eusébio,Privada
A00758,2025,94,90,0.9574,0,Itapipoca,Federal
A00759,2024,53,49,0.9245,1,Horizonte,Não informado
A00760,2024,72,61,0.8472,0,Crato,Federal
A00760,2025,72,69,0.9583,0,Crato,Federal
A00761,2025,62,56,0.9032,1,Eusébio,Privada
A00762,2023,61,55,0.9016,0,Fortaleza,Não informado
A00763,2024,69,59,0.8551,1,Maracanaú,Federal
A00764,2021,58,51,0.8793,1,Aquiraz,Não informado
A00765,2021,78,68,0.8718,0,Crato,Privada
A00766,2023,63,54,0.8571,0,Crato,Federal
A00767,2024,65,54,0.8308,0,Sobral,Privada
A00768,2025,88,80,0.9091,1,Juazeiro do Norte,Privada
A00769,2023,69,68,0.9855,0,Itapipoca,Privada
A00770,2023,49,38,0.7755,0,Pacatuba,Pública
A00771,2022,92,82,0.8913,0,Caucaia,Federal
A00772,2023,91,80,0.8791,1,Itapipoca,Não informado
A00773,2022,66,56,0.8485,1,Maracanaú,Não informado
A00774,2021,76,65,0.8553,0,Fortaleza,Não informado
A00775,2021,73,63,0.863,0,Itapipoca,Pública
A00776,2021,58,50,0.8621,1,Sobral,Privada
A00777,2023,82,71,0.8659,0,Maracanaú,Privada
A00778,2025,54,53,0.9815,0,Caucaia,Privada
A00779,2024,65,58,0.8923,1,Juazeiro do Norte,Federal
A00780,2025,72,63,0.875,0,Fortaleza,Privada
A00781,2025,79,67,0.8481,0,Aquiraz,Privada
A00782,2025,90,81,0.9,0,Caucaia,Federal
A00783,2021,70,62,0.8857,0,Eusébio,Privada
A00784,2024,65,56,0.8615,1,Maracanaú,Pública
A00785,2021,60,55,0.9167,0,Crato,Pública
A00786,2024,84,74,0.881,0,Horizonte,Pública
A00786,2025,79,65,0.8228,0,Horizonte,Pública
A00787,2025,85,74,0.8706,0,Itapipoca,Pública
A00788,2025,85,79,0.9294,0,Crato,Privada
A00789,2024,82,75,0.9146,0,Maracanaú,Pública
A00790,2023,80,70,0.875,0,Pacatuba,Não informado
A00790,2024,50,40,0.8,0,Pacatuba,Não informado
A00791,2021,93,85,0.914,1,Pacatuba,Privada
A00792,2025,75,68,0.9067,0,Crato,Pública
A00793,2021,89,73,0.8202,1,Sobral,Pública
A00794,2022,49,46,0.9388,1,Pacatuba,Não informado
A00795,2023,52,43,0.8269,0,Eusébio,Federal
A00796,2021,93,81,0.871,0,Fortaleza,Federal
A00797,2024,68,62,0.9118,0,Pacatuba,Pública
A00797,2025,97,84,0.866,0,Pacatuba,Pública
A00798,2021,87,73,0.8391,1,Horizonte,Pública
A00799,2025,76,67,0.8816,0,Eusébio,Privada
A00800,2025,81,71,0.8765,0,Aquiraz,Pública
